Wall time,Step,Value
1778736995.2640028,18060,523.2863159179688
1778737198.1251347,18140,4625.5830078125
1778737245.5382516,18150,4670.38330078125
1778737386.9058142,18180,4833.84716796875
1778737505.9376996,18210,4505.6064453125
1778737590.6796749,18250,1898.2369384765625
1778737631.8225303,18270,1822.24658203125
1778737751.2038713,18310,5636.71728515625
1778738032.258813,18360,6403.7080078125
1778738088.3997588,18370,5322.80419921875
1778738333.198703,18410,3833.99951171875
1778738391.7540636,18420,14446.4560546875
1778738591.7868013,18450,3532.53759765625
1778738673.094208,18460,3548.199462890625
1778738742.6585343,18470,3949.765380859375
1778738989.6212842,18500,16333.419921875
1778739015.7269056,18530,534.3461303710938
1778739021.410687,18540,521.4171142578125
1778739033.0743806,18560,547.8865966796875
1778739044.5931675,18580,546.1995849609375
1778739050.2465,18590,549.9181518554688
1778739056.116926,18600,631.0856323242188
1778739097.2593734,18670,542.5448608398438
1778739109.0697763,18690,543.3709716796875
1778739115.1346896,18700,634.71435546875
1778739169.0430415,18760,762.6702880859375
1778739177.6631432,18770,1098.3583984375
1778739185.7752323,18780,805.7527465820312
1778739193.9798036,18790,773.70263671875
1778739203.7627923,18800,1765.6905517578125
1778739221.6227314,18820,821.90869140625
1778739248.9218087,18850,895.7987060546875
1778739481.8471944,18920,8286.7333984375
1778739572.980287,18930,8913.3037109375
1778739665.5501215,18940,9772.3740234375
1778740252.5708237,19030,537.729248046875
1778740269.9303062,19060,583.058349609375
1778740275.6751359,19070,492.8233642578125
1778740298.7784543,19110,495.2857360839844
1778740304.5748448,19120,516.56005859375
1778740310.3779187,19130,516.5648193359375
1778740316.1872516,19140,511.18182373046875
1778740333.7896707,19170,504.7760009765625
1778740339.4419746,19180,529.0393676757812
1778740345.2800906,19190,514.5919189453125
1778740351.2013562,19200,636.699462890625
1778740374.2999175,19240,525.4533081054688
1778740380.0950131,19250,492.6600341796875
1778740385.8191934,19260,494.9333801269531
1778740403.3243563,19290,534.7554931640625
1778740421.131656,19310,1369.0831298828125
1778740443.5334916,19330,1051.14501953125
1778740465.9619052,19350,957.7462768554688
1778740477.6916678,19360,972.9146728515625
1778740489.1734316,19370,955.8291625976562
1778740512.134109,19390,953.4335327148438
1778740524.429756,19400,2100.59765625
1778740774.6196334,19450,7273.82763671875
1778740903.7914593,19480,2191.851806640625
1778741016.6808143,19500,3477.755859375
1778741040.1249378,19530,520.0574340820312
1778741057.4678438,19560,531.7704467773438
1778741063.3730426,19570,545.765869140625
1778741075.0015965,19590,528.4404907226562
1778741135.2250793,19610,6001.38134765625
1778741430.4672658,19670,4773.57666015625
1778741479.8526325,19680,4822.5556640625
1778741576.9977996,19700,5857.31591796875
1778741781.7231975,19720,12724.9931640625
1778742737.0080984,19810,14203.43359375
1778742880.036921,19820,13260.2470703125
1778743016.3419027,19830,13684.1220703125
1778743156.832747,19840,14163.6171875
1778744485.7609222,19960,9809.1474609375
1778744644.265364,19980,8297.7255859375
1778744818.0101905,20000,9940.7392578125
1778744854.8050783,20020,528.83984375
1778744878.0614421,20060,533.8163452148438
1778744883.9260724,20070,555.4583129882812
1778744889.8095505,20080,554.748291015625
1778744895.5722356,20090,533.0584106445312
1778744901.559882,20100,729.085205078125
1778744927.8768046,20110,2636.48876953125
1778744954.8587124,20120,2829.56103515625
1778745007.499741,20140,2525.082763671875
1778745033.251006,20150,2439.2646484375
1778745059.7438326,20160,2854.132080078125
1778745113.4383805,20180,2737.61865234375
1778745247.6919112,20230,2827.728759765625
1778745326.0523129,20260,2679.182373046875
1778745379.8472335,20280,2882.086181640625
1778745405.72526,20290,2623.21337890625
1778745448.988338,20310,1418.0625
1778745493.9591908,20340,1283.4287109375
1778745539.6452878,20370,1444.763671875
1778745570.3660052,20390,1630.277587890625
1778745776.381034,20420,9520.8798828125
1778746070.1297512,20450,8680.5361328125
1778746161.1497622,20460,8136.654296875
1778746455.9553916,20490,9153.876953125
1778746565.4958947,20510,532.7077026367188
1778746571.3426166,20520,568.6306762695312
1778746618.2438319,20600,650.939697265625
1778746650.345419,20610,845.4771118164062
1778746721.472831,20630,4590.45703125
1778746891.7495186,20680,4358.4638671875
1778746967.8820176,20730,1042.8621826171875
1778746980.4443994,20740,1184.989013671875
1778746993.617904,20750,1456.2928466796875
1778747016.8758693,20770,1198.2939453125
1778747027.8535323,20780,996.073486328125
1778747050.8219476,20800,2069.97119140625
1778747150.9992595,20820,6679.49072265625
1778747304.6700594,20850,2794.9736328125
1778747358.877677,20860,5800.859375
1778747565.8966842,20900,4181.43212890625
1778747901.9445822,20950,7407.10986328125
1778748038.1688287,20970,7679.0888671875
1778748265.1119654,21030,567.0390014648438
1778748270.982098,21040,534.2540893554688
1778748277.0924342,21050,533.8876342773438
1778748283.0545526,21060,546.55029296875
1778748289.0266745,21070,543.6940307617188
1778748307.194087,21100,670.4165649414062
1778748319.174628,21120,538.5868530273438
1778748337.29744,21150,594.3467407226562
1778748343.2703285,21160,505.56756591796875
1778748361.2061675,21190,572.4544677734375
1778748373.8129718,21210,583.7867431640625
1778748386.212665,21230,594.156005859375
1778748392.449533,21240,553.6656494140625
1778748398.9034276,21250,539.8383178710938
1778748423.334869,21290,543.9095458984375
1778748483.028054,21330,1703.7596435546875
1778748504.4836848,21340,1585.8526611328125
1778748521.6389892,21350,1571.543701171875
1778748595.0832,21390,1768.891845703125
1778748614.3142838,21400,3268.671142578125
1778748893.1359792,21420,20510.38671875
1778749029.7366326,21430,11784.328125
1778749318.5282946,21450,11034.23046875
1778749475.5763223,21460,15103.533203125
1778749606.6914818,21470,13703.748046875
1778749912.1145422,21490,13634.6708984375
1778750076.079222,21500,18016.775390625
1778750088.4024026,21510,563.8837890625
1778750094.5635467,21520,539.9720458984375
1778750112.5062933,21550,565.165771484375
1778750124.4049823,21570,556.4517822265625
1778750130.3193257,21580,533.10009765625
1778750350.1453953,21640,5465.4892578125
1778750401.9402409,21650,4146.0712890625
1778750455.226034,21660,5144.5966796875
1778750651.4837902,21700,5498.5361328125
1778750714.9459054,21720,1917.793212890625
1778750771.6904032,21740,1914.01171875
1778750883.2034087,21780,1938.27392578125
1778751134.6409738,21850,3703.384033203125
1778751238.3613586,21880,3385.747802734375
1778751315.9460433,21900,4588.93701171875
1778751412.3197863,21920,4362.11083984375
1778751459.056431,21930,4544.994140625
1778751562.3044267,21950,4863.5986328125
1778751664.3993695,21970,4185.51025390625
1778751767.1791751,21990,4301.0712890625
1778751815.1568034,22000,6013.67431640625
1778751827.775329,22010,546.7855834960938
1778751845.6188564,22040,529.2579956054688
1778751851.6509876,22050,550.1034545898438
1778751869.6775146,22080,536.06103515625
1778751875.6369092,22090,549.5381469726562
1778751924.7157388,22120,2115.52490234375
1778751987.9742384,22150,1842.85693359375
1778752073.5879245,22190,2172.339111328125
1778752167.2129774,22250,1222.07568359375
1778752179.05689,22260,1062.714599609375
1778752229.4593024,22290,1104.439697265625
1778752246.015005,22300,2750.85888671875
1778752315.828028,22320,2727.207763671875
1778752385.1873379,22340,2509.17041015625
1778752429.9106507,22350,7295.95849609375
1778752504.871449,22370,3189.944091796875
1778752537.8639789,22380,2846.953125
1778752601.3210552,22400,3266.132568359375
1778752679.0863183,22410,5439.83837890625
1778752758.9427683,22420,12204.365234375
1778752837.1632314,22430,5734.6396484375
1778752980.4254122,22450,5482.31787109375
1778753137.9150648,22470,5944.259765625
1778753195.9361198,22480,5209.9111328125
1778753366.8842845,22520,544.3897094726562
1778753372.8594844,22530,535.4075317382812
1778753384.8649743,22550,528.2468872070312
1778753403.3372805,22580,546.0686645507812
1778753415.6289284,22600,680.9270629882812
1778753455.8373485,22630,744.9884643554688
1778753550.2701793,22690,4086.66748046875
1778753900.306737,22750,6176.330078125
1778754179.189755,22790,7991.66162109375
1778754344.6047854,22820,3232.619873046875
1778754610.4653008,22870,7834.0673828125
1778754719.5695412,22890,2811.259521484375
1778755049.6596115,22920,21002.640625
1778755811.3524733,22980,8694.3876953125
1778755944.8139365,22990,21080.126953125
1778756060.424821,23010,558.9260864257812
1778756078.6883805,23040,587.7771606445312
1778756097.0089278,23070,558.6109008789062
1778756103.1807518,23080,545.3579711914062
1778756109.126019,23090,536.2767944335938
1778756348.1159997,23180,2732.89599609375
1778756377.4788067,23190,2670.626953125
1778756407.955336,23200,4418.08740234375
1778756462.0198758,23210,7002.2177734375
1778756583.957883,23230,6062.25927734375
1778756702.3314934,23250,6970.34326171875
1778756873.8372796,23280,6197.7529296875
1778756926.1947594,23290,4046.1796875
1778757070.3816354,23330,4358.88818359375
1778757126.1465833,23350,3393.119873046875
1778757153.1497114,23360,2467.65380859375
1778757184.8318126,23370,2364.300537109375
1778757219.3334858,23380,4300.69873046875
1778758100.4150565,23460,14342.650390625
1778758713.6363692,23550,919.6080932617188
1778758734.1189146,23570,978.0430908203125
1778758765.0600798,23600,1497.0455322265625
1778758937.5112836,23650,2664.788330078125
1778759041.3093195,23680,2605.72314453125
1778759076.8734093,23690,3483.142333984375
1778759221.3244398,23720,5714.3798828125
1778759281.251866,23730,7434.8330078125
1778759439.244596,23760,4839.53857421875
1778759606.5142848,23790,4683.71337890625
1778759713.20387,23810,5204.85888671875
1778759815.2032766,23830,5137.986328125
1778759970.8282716,23860,5047.63037109375
1778760129.895591,23890,5055.373046875
1778760186.1901765,23900,8827.33203125
1778760322.7994316,23910,12935.91796875
1778760590.0643845,23930,16457.11328125
1778761576.6551814,24010,578.0126953125
1778761589.0328162,24030,525.8362426757812
1778761601.3242373,24050,579.733154296875
1778761613.807104,24070,530.038330078125
1778761660.0789032,24120,993.0887451171875
1778761726.4005952,24170,4626.78564453125
1778761820.8400602,24210,5646.6201171875
1778762011.9797616,24250,4260.2060546875
1778762059.9954033,24260,4470.5126953125
1778762107.8698478,24270,4874.59228515625
1778762283.4842052,24310,1985.6737060546875
1778762323.3523183,24320,3862.299560546875
1778762357.1286774,24330,4099.1787109375
1778762395.872442,24340,3719.087158203125
1778762513.8380764,24370,4149.3056640625
1778762824.556448,24420,11995.015625
1778763113.1851335,24450,3672.3447265625
1778763288.9937432,24470,3695.777099609375
1778763549.9411893,24510,1197.9210205078125
1778763565.8792484,24520,1208.86328125
1778763584.6954267,24530,1236.8619384765625
1778763600.7243974,24540,1150.8521728515625
1778763639.032587,24560,1310.59521484375
1778763675.2613637,24580,1300.353515625
1778763782.2138865,24610,6048.76806640625
1778763982.5910835,24640,6476.16845703125
1778764048.4318197,24650,5986.69775390625
1778764181.8683069,24670,6274.2021484375
1778764315.412572,24690,6525.51953125
1778764624.977625,24760,2740.798828125
1778764721.3902457,24790,2221.541259765625
1778764754.3471704,24800,6138.95703125
1778764993.934558,24820,12462.09765625
1778765215.1515152,24840,3307.559814453125
1778765491.911489,24860,12539.3486328125
1778765623.7693677,24870,18717.048828125
1778765860.4127686,24890,12658.5693359375
1778766338.5343075,24920,26204.826171875
1778766729.5073416,24940,17106.62890625
1778767286.3624327,24970,15163.6669921875
1778767703.631216,24990,15316.2822265625
1778767977.1741736,25020,3862.442138671875
1778768013.2574866,25030,2939.65869140625
1778768047.6657734,25040,3662.607666015625
